phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
F5_DEPRESSION_PSYCHOTIC	Psychotic depression	V Mental and behavioural disorders (F5_)	2622	254393	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DEPRESSION_PSYCHOTIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DEPRESSION_PSYCHOTIC.gz
F5_DEPRESSION_RECURRENT	Recurrent or chronic depression	V Mental and behavioural disorders (F5_)	26094	254393	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DEPRESSION_RECURRENT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DEPRESSION_RECURRENT.gz
F5_DISSOCIATIVE	Dissociative [conversion] disorders	V Mental and behavioural disorders (F5_)	1525	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DISSOCIATIVE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_DISSOCIATIVE.gz
F5_EATOTH	Other eating disorders	V Mental and behavioural disorders (F5_)	2155	484901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EATOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EATOTH.gz
F5_EMOCHILD	Emotional disorders and disorders of social functioning with onset specific to childhood	V Mental and behavioural disorders (F5_)	2230	490708	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EMOCHILD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EMOCHILD.gz
F5_EMOPER	Emotionally unstable personality disorder	V Mental and behavioural disorders (F5_)	5464	486464	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EMOPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_EMOPER.gz
F5_GAD	Generalized anxiety disorder	V Mental and behavioural disorders (F5_)	7148	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_GAD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_GAD.gz
F5_INSOMNIA	Insomnia	V Mental and behavioural disorders (F5_)	6776	490763	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_INSOMNIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_INSOMNIA.gz
F5_KELAMENT	Kela-code for severe mental illness	V Mental and behavioural disorders (F5_)	18538	479456	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_KELAMENT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_KELAMENT.gz
F5_MANIA	Manic episode	V Mental and behavioural disorders (F5_)	1157	434831	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MANIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MANIA.gz
F5_MENTALUNSPE	Mental disorders, not otherwise specified	V Mental and behavioural disorders (F5_)	3449	479456	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MENTALUNSPE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MENTALUNSPE.gz
F5_MENTORG	Other mental disorders due to brain damage and dysfunction and to physical disease	V Mental and behavioural disorders (F5_)	4277	469981	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MENTORG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MENTORG.gz
F5_MIXPER	Mixed and other personality disorders	V Mental and behavioural disorders (F5_)	3333	486464	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MIXPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MIXPER.gz
F5_MOOD	Mood [affective] disorders	V Mental and behavioural disorders (F5_)	65517	434831	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MOOD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MOOD.gz
F5_MOODOTH	Other and unspecified mood [affective] disorders	V Mental and behavioural disorders (F5_)	3063	434831	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MOODOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_MOODOTH.gz
F5_NEUROTICOTH	Other neurotic disorders	V Mental and behavioural disorders (F5_)	1914	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_NEUROTICOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_NEUROTICOTH.gz
F5_OCD	Obsessive-compulsive disorder	V Mental and behavioural disorders (F5_)	2813	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OCD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OCD.gz
F5_OPIOIDS	Mental and behavioural disorders due to opioids	V Mental and behavioural disorders (F5_)	1444	491508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OPIOIDS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OPIOIDS.gz
F5_OTHERSUB	Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psychoactive substances	V Mental and behavioural disorders (F5_)	2866	491508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OTHERSUB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OTHERSUB.gz
F5_OTHPER	Other specified and unspecified personality disorders	V Mental and behavioural disorders (F5_)	3809	486464	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OTHPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_OTHPER.gz
F5_PANIC	Panic disorder	V Mental and behavioural disorders (F5_)	6911	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PANIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PANIC.gz
F5_PERSMOOD	Persistent mood disorders	V Mental and behavioural disorders (F5_)	9001	434831	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PERSMOOD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PERSMOOD.gz
F5_PHOBANX	Phobic anxiety disorders	V Mental and behavioural disorders (F5_)	6248	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PHOBANX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PHOBANX.gz
F5_PSYCHDEV	Disorders of psychological development	V Mental and behavioural disorders (F5_)	5519	494829	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYCHDEV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYCHDEV.gz
F5_PSYCHOTH	Other and unspecified nonorganic psychotic disorders	V Mental and behavioural disorders (F5_)	8976	484776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYCHOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYCHOTH.gz
F5_PSYTRANS	Acute and transient psychotic disorders	V Mental and behavioural disorders (F5_)	5003	484776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYTRANS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PSYTRANS.gz
F5_PTSD	Post-traumatic stress disorder	V Mental and behavioural disorders (F5_)	3444	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PTSD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_PTSD.gz
F5_SCHIZOAFF	Schizoaffective disorder	V Mental and behavioural disorders (F5_)	3095	484776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHIZOAFF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHIZOAFF.gz
F5_SCHOLA	Specific development disorders of scholastic skills	V Mental and behavioural disorders (F5_)	1719	494829	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHOLA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHOLA.gz
F5_SCHZPHR	Schizophrenia	V Mental and behavioural disorders (F5_)	7234	484776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHZPHR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SCHZPHR.gz
F5_SEDAHYP	Mental and behavioural disorders due to sedatives or hypnotics	V Mental and behavioural disorders (F5_)	2668	491508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SEDAHYP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SEDAHYP.gz
F5_SLEEP_NOS	Sleep disorders, other/unspecified	V Mental and behavioural disorders (F5_)	1249	490763	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SLEEP_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SLEEP_NOS.gz
F5_SOCPHOB	Social phobias	V Mental and behavioural disorders (F5_)	3754	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SOCPHOB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SOCPHOB.gz
F5_SOMATOFORM	Somatoform disorder	V Mental and behavioural disorders (F5_)	7148	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SOMATOFORM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SOMATOFORM.gz
F5_SPEECH	Specific development disorders of speech and language	V Mental and behavioural disorders (F5_)	2362	494829	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SPEECH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SPEECH.gz
F5_STIMUL	Mental and behavioural disorders due to use of other stimulants, including caffeine	V Mental and behavioural disorders (F5_)	1077	491508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_STIMUL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_STIMUL.gz
F5_STRESSOTH	Other reaction to severe stress, and adjustment disorders	V Mental and behavioural disorders (F5_)	18806	444414	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_STRESSOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_STRESSOTH.gz
F5_SUBSNOALCO	Substance use, excluding alcohol	V Mental and behavioural disorders (F5_)	8840	468475	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SUBSNOALCO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_SUBSNOALCO.gz
F5_VASCDEM	Vascular dementia	V Mental and behavioural disorders (F5_)	3624	475484	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_F5_VASCDEM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_F5_VASCDEM.gz
FALLS	Falls/tendency to fall	Miscellaneous, not yet classified endpoints	133526	366822	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FALLS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FALLS.gz
FE	Focal epilepsy	VI Diseases of the nervous system (G6_)	9275	484703	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FE.gz
FE_MODE	Focal epilepsy, mode (most common among epilepsy diagnosis)	VI Diseases of the nervous system (G6_)	8030	484703	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FE_MODE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FE_MODE.gz
FE_STRICT	Focal epilepsy, strict definition	VI Diseases of the nervous system (G6_)	8458	484697	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FE_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FE_STRICT.gz
FG_CARDMYO	Cardiomyopathy (excluding other)	Cardiometabolic endpoints	5351	394279	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FG_CARDMYO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FG_CARDMYO.gz
FG_CVD	Cardiovascular diseases (excluding rheumatic etc)	Cardiometabolic endpoints	247538	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FG_CVD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FG_CVD.gz
FG_DOAAC	Diseases of arteries, arterioles and capillaries (FINNGEN)	IX Diseases of the circulatory system (I9_)	29658	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FG_DOAAC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FG_DOAAC.gz
FG_OTHHEART	Other heart diseases	Cardiometabolic endpoints	106069	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_FG_OTHHEART.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FG_OTHHEART.gz
G6_AD_WIDE	Alzheimer’s disease, wide definition	VI Diseases of the nervous system (G6_)	10821	485932	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_AD_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_AD_WIDE.gz
G6_ALZHEIMER	Alzheimer disease	VI Diseases of the nervous system (G6_)	13964	486384	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ALZHEIMER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ALZHEIMER.gz
G6_ATYFAC	Atypical facial pain	VI Diseases of the nervous system (G6_)	1891	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ATYFAC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ATYFAC.gz
G6_BELLPA	Bell's palsy	VI Diseases of the nervous system (G6_)	4800	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_BELLPA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_BELLPA.gz
G6_BRACHPLE	Brachial plexus disorders	VI Diseases of the nervous system (G6_)	3899	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_BRACHPLE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_BRACHPLE.gz
G6_CARPTU	Carpal tunnel syndrome	VI Diseases of the nervous system (G6_)	31181	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CARPTU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CARPTU.gz
G6_CERCYST	Cerebral cysts	VI Diseases of the nervous system (G6_)	2163	463029	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CERCYST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CERCYST.gz
G6_CLUSTHEADACHE_STRICT_INCLAVO	Cluster headache, strict, including avohilmo	VI Diseases of the nervous system (G6_)	1833	498515	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CLUSTHEADACHE_STRICT_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CLUSTHEADACHE_STRICT_INCLAVO.gz
G6_CLUSTHEADACHE_WIDE	Cluster headache, wide	VI Diseases of the nervous system (G6_)	1509	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CLUSTHEADACHE_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CLUSTHEADACHE_WIDE.gz
G6_CPETAL	Cerebral palsy and other paralytic syndromes	VI Diseases of the nervous system (G6_)	4661	495687	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CPETAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_CPETAL.gz
G6_DYSTON	Dystonia	VI Diseases of the nervous system (G6_)	2051	484084	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_DYSTON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_DYSTON.gz
G6_EPIPAROX	Episodal and paroxysmal disorders	VI Diseases of the nervous system (G6_)	125743	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_EPIPAROX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_EPIPAROX.gz
G6_EPLEPSY	Epilepsy	VI Diseases of the nervous system (G6_)	15645	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_EPLEPSY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_EPLEPSY.gz
G6_FACOTH	Other facial nerve disorders	VI Diseases of the nervous system (G6_)	1037	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_FACOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_FACOTH.gz
G6_FEMLAPOP	Lesion of lateral popliteal nerve	VI Diseases of the nervous system (G6_)	1837	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_FEMLAPOP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_FEMLAPOP.gz
G6_HCNP	Normal-pressure hydrocephalus	VI Diseases of the nervous system (G6_)	1680	497451	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HCNP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HCNP.gz
G6_HEADACHE	Other headache syndromes	VI Diseases of the nervous system (G6_)	21750	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HEADACHE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HEADACHE.gz
G6_HEMIPLE	Hemiplegia	VI Diseases of the nervous system (G6_)	2008	495687	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HEMIPLE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HEMIPLE.gz
G6_HYDROCEPH	Hydrocephalus	VI Diseases of the nervous system (G6_)	2897	463029	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HYDROCEPH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_HYDROCEPH.gz
G6_MENINGBACT	Bacterial meningitis	VI Diseases of the nervous system (G6_)	1268	497087	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MENINGBACT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MENINGBACT.gz
G6_MERALGIA	Meralgia paraesthetica	VI Diseases of the nervous system (G6_)	1194	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MERALGIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MERALGIA.gz
G6_MIGRAINE	Migraine	VI Diseases of the nervous system (G6_)	26894	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE.gz
G6_MIGRAINE_NO_AURA	Migraine without aura	VI Diseases of the nervous system (G6_)	9690	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_NO_AURA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_NO_AURA.gz
G6_MIGRAINE_NO_AURA_TRIPTAN	Migraine without aura and triptan purchases	VI Diseases of the nervous system (G6_)	7324	445232	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_NO_AURA_TRIPTAN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_NO_AURA_TRIPTAN.gz
G6_MIGRAINE_WITH_AURA	Migraine with aura	VI Diseases of the nervous system (G6_)	11757	374605	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_WITH_AURA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_WITH_AURA.gz
G6_MIGRAINE_WITH_AURA_TRIPTAN	Migraine with aura and triptan purchases	VI Diseases of the nervous system (G6_)	6824	445232	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_WITH_AURA_TRIPTAN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MIGRAINE_WITH_AURA_TRIPTAN.gz
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	VI Diseases of the nervous system (G6_)	1007	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONOLOWOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONOLOWOTHUNS.gz
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	VI Diseases of the nervous system (G6_)	1114	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONONPOTHUS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONONPOTHUS.gz
G6_MONOOTHUNS	Other and unspecified mononeuropathies, also in other diseases	VI Diseases of the nervous system (G6_)	1098	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONOOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MONOOTHUNS.gz
G6_MS	MS-disease / Multiple Sclerosis	VI Diseases of the nervous system (G6_)	2926	495931	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MS.gz
G6_MYONEU	Diseases of the myoneural junction and muscle	VI Diseases of the nervous system (G6_)	4681	495667	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MYONEU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MYONEU.gz
G6_MYOPOTHUNS	Other and unspecified myopathies	VI Diseases of the nervous system (G6_)	3194	495667	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MYOPOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_MYOPOTHUNS.gz
G6_NERPLEX	Nerve, nerve root and plexus disorders	VI Diseases of the nervous system (G6_)	64977	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NERPLEX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NERPLEX.gz
G6_NEUATR	Systemic atrophies primarily affecting the central nervous system	VI Diseases of the nervous system (G6_)	1457	498891	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUATR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUATR.gz
G6_NEUINFL	Inflammatory diseases of the central nervous system	VI Diseases of the nervous system (G6_)	3261	497087	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUINFL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUINFL.gz
G6_NEURODEGENERATIVE	Unspecific neurodegenerative disorder	VI Diseases of the nervous system (G6_)	20524	479824	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEURODEGENERATIVE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEURODEGENERATIVE.gz
G6_NEUROOTH	Other disorders of nervous system	VI Diseases of the nervous system (G6_)	2404	463029	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUROOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_NEUROOTH.gz
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	VI Diseases of the nervous system (G6_)	1402	496860	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_OTHDEMYEL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_OTHDEMYEL.gz
G6_OTHNEU	Other neurological diseases	VI Diseases of the nervous system (G6_)	37319	463029	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_OTHNEU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_OTHNEU.gz
G6_PARKINSON	Parkinson's disease	VI Diseases of the nervous system (G6_)	5861	494487	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_PARKINSON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_PARKINSON.gz
G6_PLANTAR	Lesion of plantar nerve	VI Diseases of the nervous system (G6_)	2289	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_PLANTAR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_PLANTAR.gz
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	VI Diseases of the nervous system (G6_)	7512	491583	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_POLYOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_POLYOTHUNS.gz
G6_POSTOPNEURO	Postprocedural disorders of nervous system	VI Diseases of the nervous system (G6_)	3006	463029	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_POSTOPNEURO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_POSTOPNEURO.gz
G6_RADLES	Lesion of radial nerve	VI Diseases of the nervous system (G6_)	1384	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_RADLES.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_RADLES.gz
G6_RLS	Restless leg syndrome	VI Diseases of the nervous system (G6_)	4599	495749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_RLS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_RLS.gz
G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	VI Diseases of the nervous system (G6_)	8022	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ROOTPLEXOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_ROOTPLEXOTHUNS.gz
G6_SCIALE	Lesion of sciatic nerve	VI Diseases of the nervous system (G6_)	1729	435371	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SCIALE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SCIALE.gz
G6_SLEEPAPNO	Sleep apnoea	VI Diseases of the nervous system (G6_)	56885	441137	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SLEEPAPNO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SLEEPAPNO.gz
G6_SLEEPAPNO_INCLAVO	Sleep apnoea, including avohilmo	VI Diseases of the nervous system (G6_)	62722	437626	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SLEEPAPNO_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_G6_SLEEPAPNO_INCLAVO.gz
